<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
KRME.XXBTZUSD,60,05/05/23,10:00,29076.7000000,29150.0000000,29051.0000000,29108.9000000,65
KRME.XXBTZUSD,60,05/05/23,11:00,29109.0000000,29149.3000000,29092.7000000,29121.2000000,40
KRME.XXBTZUSD,60,05/05/23,12:00,29121.2000000,29208.8000000,29096.3000000,29163.9000000,60
KRME.XXBTZUSD,60,05/05/23,13:00,29173.5000000,29290.7000000,28829.8000000,28970.7000000,423
KRME.XXBTZUSD,60,05/05/23,14:00,28970.6000000,29251.5000000,28911.3000000,29192.2000000,190
KRME.XXBTZUSD,60,05/05/23,15:00,29191.9000000,29483.0000000,29136.0000000,29284.2000000,341
KRME.XXBTZUSD,60,05/05/23,16:00,29284.3000000,29420.2000000,29184.3000000,29397.5000000,237
KRME.XXBTZUSD,60,05/05/23,17:00,29397.5000000,29689.0000000,29396.5000000,29607.8000000,532
KRME.XXBTZUSD,60,05/05/23,18:00,29618.9000000,29697.4000000,29490.0000000,29500.3000000,231
KRME.XXBTZUSD,60,05/05/23,19:00,29500.4000000,29580.4000000,29350.0000000,29426.4000000,144
KRME.XXBTZUSD,60,05/05/23,20:00,29426.9000000,29600.0000000,29391.9000000,29599.9000000,129
KRME.XXBTZUSD,60,05/05/23,21:00,29593.9000000,29641.6000000,29492.4000000,29528.9000000,104
KRME.XXBTZUSD,60,05/05/23,22:00,29529.1000000,29578.8000000,29494.2000000,29530.0000000,58
KRME.XXBTZUSD,60,05/05/23,23:00,29530.0000000,29683.6000000,29530.0000000,29623.7000000,112
KRME.XXBTZUSD,60,06/05/23,00:00,29623.9000000,29631.2000000,29519.6000000,29530.2000000,80
KRME.XXBTZUSD,60,06/05/23,01:00,29530.3000000,29868.1000000,29509.8000000,29705.2000000,198
KRME.XXBTZUSD,60,06/05/23,02:00,29707.2000000,29722.1000000,29538.3000000,29574.5000000,69
KRME.XXBTZUSD,60,06/05/23,03:00,29574.5000000,29574.5000000,29479.0000000,29500.1000000,29
KRME.XXBTZUSD,60,06/05/23,04:00,29500.1000000,29503.7000000,29384.0000000,29390.7000000,68
KRME.XXBTZUSD,60,06/05/23,05:00,29390.8000000,29448.2000000,29364.4000000,29390.0000000,24
KRME.XXBTZUSD,60,06/05/23,06:00,29389.9000000,29417.1000000,29371.7000000,29381.1000000,12
KRME.XXBTZUSD,60,06/05/23,07:00,29384.6000000,29423.7000000,29309.7000000,29420.1000000,65
KRME.XXBTZUSD,60,06/05/23,08:00,29420.2000000,29474.1000000,29401.9000000,29411.7000000,68
KRME.XXBTZUSD,60,06/05/23,09:00,29411.6000000,29411.6000000,29177.7000000,29381.2000000,145
KRME.XXBTZUSD,60,06/05/23,10:00,29379.1000000,29389.6000000,29316.4000000,29326.8000000,63
KRME.XXBTZUSD,60,06/05/23,11:00,29320.4000000,29353.6000000,29238.5000000,29275.1000000,86
KRME.XXBTZUSD,60,06/05/23,12:00,29275.1000000,29310.0000000,29250.0000000,29301.0000000,48
KRME.XXBTZUSD,60,06/05/23,13:00,29301.0000000,29301.0000000,29051.6000000,29141.2000000,153
KRME.XXBTZUSD,60,06/05/23,14:00,29139.6000000,29139.6000000,28919.6000000,28979.2000000,483
KRME.XXBTZUSD,60,06/05/23,15:00,28976.2000000,28976.2000000,28602.0000000,28647.7000000,491
KRME.XXBTZUSD,60,06/05/23,16:00,28643.2000000,28675.0000000,28338.0000000,28630.3000000,330
KRME.XXBTZUSD,60,06/05/23,17:00,28630.3000000,28767.1000000,28597.7000000,28760.1000000,101
KRME.XXBTZUSD,60,06/05/23,18:00,28760.1000000,28890.0000000,28733.0000000,28823.0000000,111
KRME.XXBTZUSD,60,06/05/23,19:00,28822.9000000,29018.3000000,28822.0000000,28969.5000000,92
KRME.XXBTZUSD,60,06/05/23,20:00,28968.3000000,29010.1000000,28900.0000000,28901.4000000,51
KRME.XXBTZUSD,60,06/05/23,21:00,28901.3000000,28920.1000000,28840.1000000,28849.5000000,93
KRME.XXBTZUSD,60,06/05/23,22:00,28849.5000000,28868.9000000,28701.0000000,28860.1000000,69
KRME.XXBTZUSD,60,06/05/23,23:00,28860.1000000,28909.9000000,28807.1000000,28890.1000000,44
KRME.XXBTZUSD,60,07/05/23,00:00,28890.1000000,28941.9000000,28859.2000000,28901.7000000,57
KRME.XXBTZUSD,60,07/05/23,01:00,28901.6000000,29003.4000000,28849.5000000,28988.5000000,177
KRME.XXBTZUSD,60,07/05/23,02:00,28994.4000000,29191.8000000,28864.1000000,28933.3000000,141
KRME.XXBTZUSD,60,07/05/23,03:00,28940.9000000,28995.9000000,28864.7000000,28865.8000000,61
KRME.XXBTZUSD,60,07/05/23,04:00,28872.8000000,28893.9000000,28802.0000000,28854.5000000,79
KRME.XXBTZUSD,60,07/05/23,05:00,28854.5000000,28900.2000000,28831.9000000,28890.1000000,23
KRME.XXBTZUSD,60,07/05/23,06:00,28890.1000000,28950.1000000,28870.9000000,28920.0000000,21
KRME.XXBTZUSD,60,07/05/23,07:00,28920.1000000,28975.1000000,28912.1000000,28958.9000000,27
KRME.XXBTZUSD,60,07/05/23,08:00,28958.9000000,28992.7000000,28941.8000000,28950.1000000,21
KRME.XXBTZUSD,60,07/05/23,09:00,28952.2000000,28993.3000000,28886.9000000,28897.6000000,38
KRME.XXBTZUSD,60,07/05/23,10:00,28897.7000000,28925.2000000,28794.9000000,28854.1000000,54
KRME.XXBTZUSD,60,07/05/23,11:00,28855.2000000,28895.5000000,28830.0000000,28885.8000000,16
KRME.XXBTZUSD,60,07/05/23,12:00,28890.1000000,28947.5000000,28753.6000000,28878.1000000,66
KRME.XXBTZUSD,60,07/05/23,13:00,28878.9000000,28980.1000000,28878.9000000,28964.6000000,131
KRME.XXBTZUSD,60,07/05/23,14:00,28964.6000000,29035.0000000,28936.8000000,28953.6000000,159
KRME.XXBTZUSD,60,07/05/23,15:00,28953.5000000,29128.8000000,28923.2000000,29086.2000000,103
KRME.XXBTZUSD,60,07/05/23,16:00,29086.2000000,29086.3000000,28954.4000000,28990.1000000,76
KRME.XXBTZUSD,60,07/05/23,17:00,28990.1000000,29008.8000000,28860.0000000,28972.4000000,37
KRME.XXBTZUSD,60,07/05/23,18:00,28972.4000000,29048.0000000,28916.3000000,28943.4000000,39
KRME.XXBTZUSD,60,07/05/23,19:00,28943.4000000,28993.7000000,28897.7000000,28897.7000000,37
KRME.XXBTZUSD,60,07/05/23,20:00,28899.2000000,28920.1000000,28810.0000000,28912.2000000,266
KRME.XXBTZUSD,60,07/05/23,22:00,28912.3000000,28968.7000000,28807.1000000,28810.5000000,22
KRME.XXBTZUSD,60,07/05/23,23:00,28810.4000000,28862.6000000,28770.0000000,28783.7000000,37
KRME.XXBTZUSD,60,08/05/23,00:00,28783.7000000,28823.0000000,28438.4000000,28468.0000000,202
KRME.XXBTZUSD,60,08/05/23,01:00,28466.8000000,28662.8000000,28414.0000000,28590.1000000,107
KRME.XXBTZUSD,60,08/05/23,02:00,28590.1000000,28616.5000000,28100.0000000,28249.9000000,434
KRME.XXBTZUSD,60,08/05/23,03:00,28250.0000000,28337.9000000,28170.1000000,28325.6000000,135
KRME.XXBTZUSD,60,08/05/23,04:00,28320.0000000,28320.1000000,28057.0000000,28230.1000000,124
KRME.XXBTZUSD,60,08/05/23,05:00,28230.1000000,28260.1000000,28146.8000000,28170.0000000,60
KRME.XXBTZUSD,60,08/05/23,06:00,28170.1000000,28298.2000000,28120.1000000,28294.0000000,78
KRME.XXBTZUSD,60,08/05/23,07:00,28294.1000000,28294.5000000,28178.2000000,28208.1000000,99
KRME.XXBTZUSD,60,08/05/23,08:00,28208.1000000,28219.3000000,27858.3000000,28009.2000000,154
KRME.XXBTZUSD,60,08/05/23,09:00,28009.2000000,28020.1000000,27607.1000000,27727.8000000,301
KRME.XXBTZUSD,60,08/05/23,10:00,27742.7000000,27976.2000000,27714.7000000,27947.0000000,200
KRME.XXBTZUSD,60,08/05/23,11:00,27952.9000000,27987.9000000,27913.3000000,27958.6000000,61
KRME.XXBTZUSD,60,08/05/23,12:00,27958.6000000,28000.0000000,27905.4000000,27960.4000000,67
KRME.XXBTZUSD,60,08/05/23,13:00,27960.5000000,27968.9000000,27764.1000000,27784.9000000,186
KRME.XXBTZUSD,60,08/05/23,14:00,27787.9000000,27985.8000000,27746.8000000,27870.1000000,171
KRME.XXBTZUSD,60,08/05/23,15:00,27870.1000000,27996.8000000,27700.0000000,27986.3000000,224
KRME.XXBTZUSD,60,08/05/23,16:00,27987.6000000,28144.6000000,27871.2000000,27913.3000000,248
KRME.XXBTZUSD,60,08/05/23,17:00,27909.2000000,27949.5000000,27858.7000000,27894.1000000,80
KRME.XXBTZUSD,60,08/05/23,18:00,27894.0000000,27919.6000000,27562.0000000,27582.8000000,158
KRME.XXBTZUSD,60,08/05/23,19:00,27560.0000000,27629.1000000,27325.8000000,27485.0000000,585
KRME.XXBTZUSD,60,08/05/23,20:00,27485.0000000,27512.5000000,27310.0000000,27339.7000000,274
KRME.XXBTZUSD,60,08/05/23,21:00,27354.5000000,27567.0000000,27282.1000000,27561.5000000,291
KRME.XXBTZUSD,60,08/05/23,22:00,27559.9000000,27674.0000000,27451.4000000,27565.9000000,109
KRME.XXBTZUSD,60,08/05/23,23:00,27566.0000000,27667.9000000,27545.4000000,27667.9000000,40
KRME.XXBTZUSD,60,09/05/23,00:00,27672.3000000,27715.6000000,27616.7000000,27693.2000000,39
KRME.XXBTZUSD,60,09/05/23,01:00,27693.7000000,27693.7000000,27570.0000000,27585.2000000,48
KRME.XXBTZUSD,60,09/05/23,02:00,27585.2000000,27756.8000000,27585.1000000,27720.0000000,167
KRME.XXBTZUSD,60,09/05/23,03:00,27720.1000000,27720.1000000,27585.1000000,27658.8000000,67
KRME.XXBTZUSD,60,09/05/23,04:00,27659.9000000,27660.1000000,27570.0000000,27647.8000000,100
KRME.XXBTZUSD,60,09/05/23,05:00,27647.8000000,27657.9000000,27600.0000000,27626.1000000,76
KRME.XXBTZUSD,60,09/05/23,06:00,27626.6000000,27630.1000000,27525.2000000,27562.7000000,72
KRME.XXBTZUSD,60,09/05/23,07:00,27566.2000000,27599.0000000,27458.3000000,27565.2000000,168
KRME.XXBTZUSD,60,09/05/23,08:00,27565.1000000,27686.6000000,27522.3000000,27682.7000000,248
KRME.XXBTZUSD,60,09/05/23,09:00,27684.7000000,27684.7000000,27573.4000000,27587.1000000,89
KRME.XXBTZUSD,60,09/05/23,10:00,27584.9000000,27612.8000000,27550.1000000,27595.7000000,53
KRME.XXBTZUSD,60,09/05/23,11:00,27596.3000000,27660.0000000,27571.7000000,27598.8000000,70
KRME.XXBTZUSD,60,09/05/23,12:00,27599.1000000,27732.8000000,27539.3000000,27690.0000000,120
KRME.XXBTZUSD,60,09/05/23,13:00,27690.0000000,27824.5000000,27653.8000000,27768.2000000,176
KRME.XXBTZUSD,60,09/05/23,14:00,27770.0000000,27824.2000000,27572.6000000,27630.0000000,185
KRME.XXBTZUSD,60,09/05/23,15:00,27630.0000000,27644.7000000,27436.9000000,27551.8000000,236
KRME.XXBTZUSD,60,09/05/23,16:00,27552.4000000,27598.1000000,27385.9000000,27414.7000000,201
KRME.XXBTZUSD,60,09/05/23,17:00,27414.7000000,27702.9000000,27367.8000000,27702.7000000,267
KRME.XXBTZUSD,60,09/05/23,18:00,27702.8000000,27757.7000000,27582.2000000,27625.0000000,157
KRME.XXBTZUSD,60,09/05/23,19:00,27625.0000000,27687.1000000,27533.8000000,27564.0000000,151
KRME.XXBTZUSD,60,09/05/23,20:00,27558.4000000,27720.1000000,27515.3000000,27720.0000000,274
KRME.XXBTZUSD,60,09/05/23,21:00,27720.0000000,27786.3000000,27608.7000000,27655.1000000,132
KRME.XXBTZUSD,60,09/05/23,22:00,27655.1000000,27660.1000000,27591.0000000,27610.4000000,103
KRME.XXBTZUSD,60,09/05/23,23:00,27616.8000000,27621.0000000,27533.4000000,27587.2000000,138
KRME.XXBTZUSD,60,10/05/23,00:00,27587.3000000,27659.4000000,27584.7000000,27635.0000000,54
KRME.XXBTZUSD,60,10/05/23,01:00,27635.1000000,27798.6000000,27633.1000000,27749.9000000,142
KRME.XXBTZUSD,60,10/05/23,02:00,27748.5000000,27876.7000000,27675.3000000,27702.8000000,111
KRME.XXBTZUSD,60,10/05/23,03:00,27702.8000000,27749.9000000,27663.1000000,27680.2000000,90
KRME.XXBTZUSD,60,10/05/23,04:00,27680.1000000,27727.7000000,27659.9000000,27698.5000000,19
KRME.XXBTZUSD,60,10/05/23,05:00,27698.4000000,27698.4000000,27653.5000000,27693.3000000,21
KRME.XXBTZUSD,60,10/05/23,06:00,27693.5000000,27720.1000000,27662.6000000,27667.1000000,29
KRME.XXBTZUSD,60,10/05/23,07:00,27667.1000000,27667.1000000,27600.0000000,27631.3000000,83
KRME.XXBTZUSD,60,10/05/23,08:00,27632.8000000,27637.0000000,27534.3000000,27550.0000000,60
KRME.XXBTZUSD,60,10/05/23,09:00,27550.0000000,27600.3000000,27488.8000000,27579.2000000,70
KRME.XXBTZUSD,60,10/05/23,10:00,27579.1000000,27613.6000000,27552.8000000,27581.5000000,39
KRME.XXBTZUSD,60,10/05/23,11:00,27583.5000000,27618.6000000,27533.9000000,27599.9000000,40
KRME.XXBTZUSD,60,10/05/23,12:00,27602.4000000,27680.0000000,27600.0000000,27680.0000000,39
KRME.XXBTZUSD,60,10/05/23,13:00,27679.9000000,28198.5000000,27642.5000000,28180.2000000,779
KRME.XXBTZUSD,60,10/05/23,14:00,28181.1000000,28334.2000000,28054.3000000,28180.2000000,395
KRME.XXBTZUSD,60,10/05/23,15:00,28185.9000000,28256.6000000,28057.5000000,28094.5000000,171
KRME.XXBTZUSD,60,10/05/23,16:00,28096.7000000,28223.7000000,28096.7000000,28167.3000000,113
KRME.XXBTZUSD,60,10/05/23,17:00,28166.6000000,28308.3000000,28158.2000000,28200.1000000,217
KRME.XXBTZUSD,60,10/05/23,18:00,28200.0000000,28234.6000000,26792.9000000,27515.5000000,1474
KRME.XXBTZUSD,60,10/05/23,19:00,27515.4000000,27557.5000000,27369.8000000,27447.9000000,226
KRME.XXBTZUSD,60,10/05/23,20:00,27447.9000000,27800.0000000,27426.8000000,27703.1000000,395
KRME.XXBTZUSD,60,10/05/23,21:00,27702.1000000,27986.0000000,27668.5000000,27887.1000000,198
KRME.XXBTZUSD,60,10/05/23,22:00,27887.0000000,27887.1000000,27207.0000000,27521.8000000,411
KRME.XXBTZUSD,60,10/05/23,23:00,27519.0000000,27719.6000000,27506.4000000,27689.5000000,111
KRME.XXBTZUSD,60,11/05/23,00:00,27686.4000000,27736.0000000,27595.2000000,27617.8000000,60
KRME.XXBTZUSD,60,11/05/23,01:00,27615.6000000,27645.9000000,27437.1000000,27537.9000000,202
KRME.XXBTZUSD,60,11/05/23,02:00,27537.8000000,27593.1000000,27489.0000000,27570.8000000,54
KRME.XXBTZUSD,60,11/05/23,03:00,27567.7000000,27589.1000000,27503.9000000,27512.8000000,41
KRME.XXBTZUSD,60,11/05/23,04:00,27514.8000000,27514.9000000,27387.6000000,27461.3000000,125
KRME.XXBTZUSD,60,11/05/23,05:00,27461.3000000,27507.8000000,27417.2000000,27502.5000000,69
KRME.XXBTZUSD,60,11/05/23,06:00,27502.4000000,27550.7000000,27436.3000000,27548.1000000,32
KRME.XXBTZUSD,60,11/05/23,07:00,27548.2000000,27550.1000000,27474.9000000,27517.1000000,65
KRME.XXBTZUSD,60,11/05/23,08:00,27517.1000000,27563.3000000,27438.4000000,27464.8000000,45
KRME.XXBTZUSD,60,11/05/23,09:00,27464.8000000,27465.8000000,27293.1000000,27406.8000000,135
KRME.XXBTZUSD,60,11/05/23,10:00,27406.8000000,27456.3000000,27357.1000000,27430.4000000,132
KRME.XXBTZUSD,60,11/05/23,11:00,27429.5000000,27499.0000000,27426.9000000,27475.3000000,45
KRME.XXBTZUSD,60,11/05/23,12:00,27475.1000000,27485.3000000,27390.8000000,27416.7000000,78
KRME.XXBTZUSD,60,11/05/23,13:00,27417.2000000,27641.9000000,27328.1000000,27414.7000000,189
KRME.XXBTZUSD,60,11/05/23,14:00,27412.5000000,27498.5000000,27068.6000000,27195.0000000,261
KRME.XXBTZUSD,60,11/05/23,15:00,27195.0000000,27340.0000000,26979.0000000,27131.0000000,222
KRME.XXBTZUSD,60,11/05/23,16:00,27131.7000000,27229.2000000,27053.3000000,27189.5000000,139
KRME.XXBTZUSD,60,11/05/23,17:00,27189.5000000,27227.6000000,27111.7000000,27137.7000000,101
KRME.XXBTZUSD,60,11/05/23,18:00,27137.8000000,27160.5000000,26771.5000000,26923.9000000,507
KRME.XXBTZUSD,60,11/05/23,19:00,26911.5000000,27007.6000000,26787.7000000,26974.0000000,178
KRME.XXBTZUSD,60,11/05/23,20:00,26974.0000000,27070.8000000,26720.0000000,26847.5000000,217
KRME.XXBTZUSD,60,11/05/23,21:00,26844.9000000,27050.1000000,26810.7000000,27004.9000000,114
KRME.XXBTZUSD,60,11/05/23,22:00,27004.9000000,27065.4000000,26967.9000000,26988.6000000,69
KRME.XXBTZUSD,60,11/05/23,23:00,26988.6000000,27063.6000000,26907.6000000,26910.6000000,53
KRME.XXBTZUSD,60,12/05/23,00:00,26912.5000000,27064.6000000,26840.0000000,26979.3000000,69
KRME.XXBTZUSD,60,12/05/23,01:00,26977.9000000,27053.9000000,26933.5000000,27051.2000000,78
KRME.XXBTZUSD,60,12/05/23,02:00,27051.3000000,27102.1000000,26865.3000000,26885.0000000,85
KRME.XXBTZUSD,60,12/05/23,03:00,26883.9000000,26908.8000000,26509.3000000,26656.5000000,238
KRME.XXBTZUSD,60,12/05/23,04:00,26653.6000000,26709.0000000,26529.0000000,26591.1000000,133
KRME.XXBTZUSD,60,12/05/23,05:00,26591.1000000,26709.0000000,26521.4000000,26660.8000000,96
KRME.XXBTZUSD,60,12/05/23,06:00,26660.8000000,26676.6000000,26206.9000000,26286.9000000,414
KRME.XXBTZUSD,60,12/05/23,07:00,26285.9000000,26338.7000000,26150.0000000,26311.9000000,477
KRME.XXBTZUSD,60,12/05/23,08:00,26313.9000000,26409.0000000,26273.8000000,26314.3000000,169
KRME.XXBTZUSD,60,12/05/23,09:00,26314.3000000,26384.5000000,26247.1000000,26295.6000000,87
KRME.XXBTZUSD,60,12/05/23,10:00,26296.8000000,26448.8000000,26296.3000000,26394.7000000,181
KRME.XXBTZUSD,60,12/05/23,11:00,26393.6000000,26440.4000000,26343.4000000,26350.9000000,129
KRME.XXBTZUSD,60,12/05/23,12:00,26354.2000000,26434.5000000,26331.9000000,26362.6000000,105
KRME.XXBTZUSD,60,12/05/23,13:00,26361.2000000,26498.8000000,26346.7000000,26415.6000000,192
KRME.XXBTZUSD,60,12/05/23,14:00,26419.2000000,26550.0000000,26371.2000000,26464.9000000,203
KRME.XXBTZUSD,60,12/05/23,15:00,26464.1000000,26621.1000000,26304.4000000,26335.6000000,430
KRME.XXBTZUSD,60,12/05/23,16:00,26335.7000000,26417.2000000,26279.5000000,26326.3000000,245
KRME.XXBTZUSD,60,12/05/23,17:00,26326.2000000,26420.9000000,26260.6000000,26299.0000000,183
KRME.XXBTZUSD,60,12/05/23,18:00,26297.7000000,26414.8000000,26282.8000000,26315.9000000,100
KRME.XXBTZUSD,60,12/05/23,19:00,26316.0000000,26372.8000000,26302.7000000,26310.4000000,92
KRME.XXBTZUSD,60,12/05/23,20:00,26310.4000000,26500.0000000,25827.4000000,26474.6000000,979
KRME.XXBTZUSD,60,12/05/23,21:00,26474.7000000,26500.0000000,26363.3000000,26449.3000000,325
KRME.XXBTZUSD,60,12/05/23,22:00,26455.8000000,26829.7000000,26455.7000000,26762.1000000,454
KRME.XXBTZUSD,60,12/05/23,23:00,26765.5000000,26885.0000000,26644.9000000,26695.5000000,170
KRME.XXBTZUSD,60,13/05/23,00:00,26695.5000000,26818.1000000,26667.3000000,26800.0000000,83
KRME.XXBTZUSD,60,13/05/23,01:00,26800.0000000,26845.0000000,26700.6000000,26830.6000000,136
KRME.XXBTZUSD,60,13/05/23,02:00,26844.9000000,27000.0000000,26799.7000000,26836.3000000,198
KRME.XXBTZUSD,60,13/05/23,03:00,26836.3000000,26853.4000000,26780.5000000,26794.9000000,80
KRME.XXBTZUSD,60,13/05/23,04:00,26794.8000000,26866.6000000,26782.8000000,26815.1000000,16
KRME.XXBTZUSD,60,13/05/23,05:00,26815.1000000,26844.6000000,26766.9000000,26803.8000000,11
KRME.XXBTZUSD,60,13/05/23,06:00,26803.7000000,26881.6000000,26750.0000000,26754.1000000,42
KRME.XXBTZUSD,60,13/05/23,07:00,26753.0000000,26767.4000000,26718.5000000,26745.4000000,28
KRME.XXBTZUSD,60,13/05/23,08:00,26745.5000000,26800.0000000,26725.0000000,26790.3000000,40
KRME.XXBTZUSD,60,13/05/23,09:00,26790.2000000,26825.5000000,26764.9000000,26811.6000000,35
KRME.XXBTZUSD,60,13/05/23,10:00,26811.9000000,26862.6000000,26803.0000000,26859.1000000,29
KRME.XXBTZUSD,60,13/05/23,11:00,26856.6000000,26883.0000000,26786.8000000,26844.0000000,26
KRME.XXBTZUSD,60,13/05/23,12:00,26844.0000000,26869.0000000,26821.2000000,26842.6000000,20
KRME.XXBTZUSD,60,13/05/23,13:00,26842.6000000,26924.3000000,26786.9000000,26839.4000000,40
KRME.XXBTZUSD,60,13/05/23,14:00,26837.5000000,26900.6000000,26800.1000000,26839.7000000,26
KRME.XXBTZUSD,60,13/05/23,15:00,26839.6000000,26861.9000000,26745.7000000,26797.4000000,103
KRME.XXBTZUSD,60,13/05/23,16:00,26797.4000000,26836.6000000,26761.6000000,26836.1000000,47
KRME.XXBTZUSD,60,13/05/23,17:00,26836.1000000,26838.0000000,26795.3000000,26836.9000000,36
KRME.XXBTZUSD,60,13/05/23,18:00,26836.2000000,26855.4000000,26813.4000000,26826.0000000,49
KRME.XXBTZUSD,60,13/05/23,19:00,26826.0000000,27105.5000000,26788.5000000,26799.3000000,340
KRME.XXBTZUSD,60,13/05/23,20:00,26790.1000000,26965.0000000,26790.1000000,26863.4000000,75
KRME.XXBTZUSD,60,13/05/23,21:00,26863.3000000,26924.1000000,26848.2000000,26921.7000000,48
KRME.XXBTZUSD,60,13/05/23,22:00,26921.7000000,26961.0000000,26866.6000000,26873.5000000,51
KRME.XXBTZUSD,60,13/05/23,23:00,26874.5000000,26911.4000000,26850.8000000,26904.7000000,15
KRME.XXBTZUSD,60,14/05/23,00:00,26904.7000000,26936.7000000,26765.0000000,26786.3000000,55
KRME.XXBTZUSD,60,14/05/23,01:00,26788.4000000,26815.5000000,26600.0000000,26752.5000000,78
KRME.XXBTZUSD,60,14/05/23,02:00,26752.4000000,26755.2000000,26650.0000000,26734.7000000,27
KRME.XXBTZUSD,60,14/05/23,03:00,26735.1000000,26842.1000000,26725.4000000,26813.2000000,25
KRME.XXBTZUSD,60,14/05/23,04:00,26818.0000000,26884.3000000,26789.5000000,26870.5000000,15
KRME.XXBTZUSD,60,14/05/23,05:00,26870.5000000,26870.5000000,26799.9000000,26831.3000000,12
KRME.XXBTZUSD,60,14/05/23,06:00,26831.3000000,26853.0000000,26809.3000000,26835.2000000,24
KRME.XXBTZUSD,60,14/05/23,07:00,26835.2000000,26907.4000000,26835.1000000,26860.6000000,22
KRME.XXBTZUSD,60,14/05/23,08:00,26860.7000000,26880.9000000,26840.5000000,26861.8000000,31
KRME.XXBTZUSD,60,14/05/23,09:00,26861.8000000,26900.0000000,26838.7000000,26857.0000000,16
KRME.XXBTZUSD,60,14/05/23,10:00,26857.0000000,26880.7000000,26814.0000000,26861.1000000,18
KRME.XXBTZUSD,60,14/05/23,11:00,26861.2000000,26861.2000000,26835.5000000,26841.9000000,16
KRME.XXBTZUSD,60,14/05/23,12:00,26838.2000000,26844.0000000,26806.1000000,26815.1000000,16
KRME.XXBTZUSD,60,14/05/23,13:00,26815.1000000,26888.4000000,26754.9000000,26880.1000000,60
KRME.XXBTZUSD,60,14/05/23,14:00,26880.1000000,26945.8000000,26830.3000000,26923.6000000,53
KRME.XXBTZUSD,60,14/05/23,15:00,26928.2000000,26986.0000000,26861.6000000,26975.5000000,46
KRME.XXBTZUSD,60,14/05/23,16:00,26976.1000000,27194.7000000,26970.0000000,27095.3000000,251
KRME.XXBTZUSD,60,14/05/23,17:00,27100.2000000,27140.7000000,26932.8000000,26972.6000000,79
KRME.XXBTZUSD,60,14/05/23,18:00,26972.6000000,26972.9000000,26870.9000000,26943.0000000,66
KRME.XXBTZUSD,60,14/05/23,19:00,26945.6000000,26955.8000000,26860.7000000,26929.4000000,48
KRME.XXBTZUSD,60,14/05/23,20:00,26923.3000000,26952.7000000,26834.5000000,26886.1000000,57
KRME.XXBTZUSD,60,14/05/23,21:00,26886.1000000,26959.2000000,26850.3000000,26946.8000000,39
KRME.XXBTZUSD,60,14/05/23,22:00,26946.8000000,26970.1000000,26900.0000000,26915.4000000,52
KRME.XXBTZUSD,60,14/05/23,23:00,26912.9000000,26954.3000000,26874.7000000,26899.8000000,33
KRME.XXBTZUSD,60,15/05/23,00:00,26899.8000000,26931.0000000,26862.9000000,26923.0000000,50
KRME.XXBTZUSD,60,15/05/23,01:00,26922.2000000,26939.4000000,26727.8000000,26800.5000000,263
KRME.XXBTZUSD,60,15/05/23,02:00,26800.5000000,27301.1000000,26780.0000000,27222.7000000,744
KRME.XXBTZUSD,60,15/05/23,03:00,27220.9000000,27265.1000000,27127.4000000,27185.0000000,146
KRME.XXBTZUSD,60,15/05/23,04:00,27185.0000000,27264.8000000,27175.0000000,27237.6000000,43
KRME.XXBTZUSD,60,15/05/23,05:00,27236.9000000,27300.9000000,27186.2000000,27292.2000000,59
KRME.XXBTZUSD,60,15/05/23,06:00,27295.0000000,27392.4000000,27237.9000000,27341.5000000,187
KRME.XXBTZUSD,60,15/05/23,07:00,27348.4000000,27550.9000000,27328.1000000,27475.1000000,316
KRME.XXBTZUSD,60,15/05/23,08:00,27475.3000000,27497.2000000,27408.6000000,27422.5000000,66
KRME.XXBTZUSD,60,15/05/23,09:00,27421.5000000,27453.3000000,27400.6000000,27435.2000000,31
KRME.XXBTZUSD,60,15/05/23,10:00,27435.3000000,27488.7000000,27351.5000000,27399.9000000,129
KRME.XXBTZUSD,60,15/05/23,11:00,27399.9000000,27433.9000000,27363.3000000,27432.0000000,35
KRME.XXBTZUSD,60,15/05/23,12:00,27429.6000000,27450.0000000,27316.8000000,27341.2000000,69
KRME.XXBTZUSD,60,15/05/23,13:00,27341.4000000,27409.7000000,27340.9000000,27395.2000000,88
KRME.XXBTZUSD,60,15/05/23,14:00,27395.3000000,27458.7000000,27357.2000000,27376.5000000,84
KRME.XXBTZUSD,60,15/05/23,15:00,27376.5000000,27549.5000000,27218.4000000,27411.3000000,218
KRME.XXBTZUSD,60,15/05/23,16:00,27411.3000000,27454.6000000,27384.0000000,27411.0000000,76
KRME.XXBTZUSD,60,15/05/23,17:00,27411.6000000,27583.0000000,27376.1000000,27494.6000000,178
KRME.XXBTZUSD,60,15/05/23,18:00,27494.6000000,27677.0000000,27423.9000000,27512.9000000,277
KRME.XXBTZUSD,60,15/05/23,19:00,27512.9000000,27531.7000000,27396.8000000,27442.3000000,358
KRME.XXBTZUSD,60,15/05/23,20:00,27442.3000000,27454.7000000,27334.3000000,27418.9000000,134
KRME.XXBTZUSD,60,15/05/23,21:00,27418.9000000,27428.1000000,27340.8000000,27354.0000000,81
KRME.XXBTZUSD,60,15/05/23,22:00,27355.9000000,27393.3000000,27321.8000000,27373.6000000,113
KRME.XXBTZUSD,60,15/05/23,23:00,27373.6000000,27373.6000000,27256.4000000,27313.3000000,397
